LS Pattern,Frequencey,Percentage
"set(['L3_S35', 'L2_S27', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",814,0.0006876463571638559
"set(['L3_S35', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",10087,0.008521239317827781
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S14', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S43', 'L3_S41', 'L3_S40'])",164,0.00013854300070623138
"set(['L3_S40', 'L3_S43', 'L0_S10', 'L3_S39', 'L3_S51', 'L0_S8', 'L3_S49', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S41', 'L0_S4'])",367,0.00031003220279992026
"set(['L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S14', 'L3_S51', 'L0_S21', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S39', 'L3_S43', 'L3_S45', 'L3_S41', 'L3_S40'])",171,0.00014445642146808274
"set(['L3_S35', 'L0_S11', 'L2_S27', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",809,0.0006834224851911049
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S14', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L3_S40'])",173,0.00014614597025718311
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S31', 'L3_S36', 'L3_S37', 'L3_S34'])",224,0.0001892294643792429
"set(['L3_S35', 'L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S33', 'L3_S32', 'L0_S2', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",179,0.00015121461662448427
"set(['L3_S36', 'L0_S11', 'L3_S37', 'L3_S29', 'L3_S32', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5'])",176,0.0001486802934408337
"set(['L2_S27', 'L3_S29', 'L1_S25', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",10916,0.00922155729090989
"set(['L3_S40', 'L3_S43', 'L3_S50', 'L3_S51', 'L0_S9', 'L3_S39', 'L3_S41', 'L0_S8', 'L3_S48', 'L0_S3', 'L0_S1', 'L0_S0', 'L0_S7', 'L3_S45', 'L3_S47', 'L0_S4'])",336,0.0002838441965688643
"set(['L2_S27', 'L3_S51', 'L1_S25', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S43', 'L3_S41', 'L3_S40'])",121,0.00010221770174057316
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S40', 'L3_S43', 'L3_S41', 'L0_S20'])",195,0.00016473100693728733
"set(['L3_S35', 'L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",275,0.00023231295850130264
"set(['L3_S35', 'L0_S9', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",298,0.00025174276957595705
"set(['L2_S26', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S35'])",846,0.000714679137789462
"set(['L0_S10', 'L2_S27', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L0_S5'])",761,0.0006428733142526957
"set(['L3_S36', 'L0_S11', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",302,0.0002551218671541578
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S31', 'L3_S37', 'L3_S34', 'L3_S35'])",263,0.00022217566576670033
"set(['L0_S22', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S14', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S43', 'L3_S41', 'L3_S40'])",151,0.0001275609335770789
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S15', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L3_S40'])",154,0.00013009525676072948
"set(['L0_S11', 'L2_S26', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L3_S34', 'L0_S4'])",900,0.0007602969550951723
"set(['L2_S27', 'L3_S36', 'L0_S10', 'L3_S37', 'L3_S29', 'L0_S8', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",786,0.0006639926741164505
"set(['L3_S49', 'L0_S1', 'L0_S11', 'L3_S51', 'L3_S39', 'L3_S41', 'L0_S8', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L3_S43', 'L0_S6', 'L0_S5', 'L3_S40'])",384,0.0003243933675072735
"set(['L3_S44', 'L0_S10', 'L3_S50', 'L3_S51', 'L0_S8', 'L3_S39', 'L3_S41', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S40'])",355,0.00029989491006531796
"set(['L3_S36', 'L2_S27', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5'])",757,0.0006394942166744949
"set(['L3_S44', 'L3_S40', 'L0_S1', 'L0_S11', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S41', 'L0_S8', 'L3_S48', 'L0_S3', 'L3_S45', 'L0_S0', 'L0_S6', 'L3_S47', 'L0_S4'])",316,0.0002669487086778605
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34', 'L0_S20'])",3721,0.003143405522121262
"set(['L3_S49', 'L0_S1', 'L3_S40', 'L3_S51', 'L0_S9', 'L3_S39', 'L0_S8', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L3_S43', 'L0_S6', 'L3_S41', 'L0_S4'])",370,0.00031256652598357084
"set(['L2_S27', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",264,0.00022302044016125054
"set(['L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L3_S34', 'L0_S4'])",251,0.00021203837303209805
"set(['L0_S22', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S16', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",186,0.0001571280373863356
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S20', 'L0_S16', 'L3_S29', 'L3_S33', 'L3_S30', 'L0_S14', 'L3_S36', 'L3_S37', 'L3_S34'])",180,0.00015205939101903447
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S17', 'L0_S20', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",216,0.00018247126922284134
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L2_S26', 'L0_S16', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34', 'L0_S20'])",156,0.00013178480554982985
"set(['L3_S44', 'L0_S7', 'L0_S8', 'L0_S11', 'L3_S51', 'L3_S39', 'L3_S41', 'L3_S49', 'L3_S48', 'L0_S3', 'L0_S1', 'L0_S0', 'L3_S47', 'L3_S45', 'L0_S5', 'L3_S40'])",337,0.0002846889709634145
"set(['L2_S26', 'L3_S29', 'L3_S38', 'L1_S24', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",677,0.0005719122651104796
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S31', 'L3_S37', 'L3_S34', 'L3_S35'])",256,0.000216262245004849
"set(['L3_S31', 'L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L3_S34', 'L0_S4'])",503,0.0004249215204587463
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S14', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S43', 'L3_S41', 'L3_S40'])",159,0.00013431912873348043
"set(['L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S17', 'L0_S15', 'L3_S29', 'L0_S21', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",178,0.00015036984222993407
"set(['L3_S35', 'L2_S26', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",860,0.0007265059793131646
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S17', 'L0_S20', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",204,0.00017233397648823906
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S15', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S43', 'L3_S41', 'L3_S40'])",169,0.00014276687267898236
"set(['L3_S44', 'L0_S7', 'L0_S8', 'L0_S10', 'L3_S51', 'L3_S39', 'L3_S41', 'L3_S49', 'L3_S48', 'L0_S3', 'L0_S1', 'L0_S0', 'L3_S47', 'L3_S45', 'L0_S5', 'L3_S40'])",340,0.0002872232941470651
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S16', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S35', 'L3_S37', 'L3_S34', 'L0_S20'])",193,0.00016304145814818695
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S31', 'L3_S36', 'L3_S37', 'L3_S34'])",261,0.00022048611697759996
"set(['L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L0_S5'])",314,0.0002652591598887601
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S15', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L3_S40'])",156,0.00013178480554982985
"set(['L2_S26', 'L3_S29', 'L1_S24', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",56718,0.04791391411009776
"set(['L3_S35', 'L0_S11', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",307,0.0002593457391269088
"set(['L3_S36', 'L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S7', 'L2_S26', 'L0_S5'])",900,0.0007602969550951723
"set(['L3_S47', 'L3_S43', 'L0_S11', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S41', 'L0_S8', 'L3_S48', 'L0_S3', 'L0_S1', 'L0_S0', 'L0_S7', 'L3_S45', 'L0_S5', 'L3_S40'])",352,0.0002973605868816674
"set(['L3_S31', 'L3_S36', 'L0_S11', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5'])",513,0.0004333692644042482
"set(['L0_S22', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S17', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",225,0.00019007423877379307
"set(['L3_S44', 'L3_S49', 'L0_S1', 'L3_S40', 'L3_S51', 'L0_S9', 'L3_S39', 'L0_S8', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S6', 'L3_S41', 'L0_S4'])",384,0.0003243933675072735
"set(['L3_S35', 'L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L3_S32', 'L0_S8', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",143,0.00012080273842067737
"set(['L2_S27', 'L3_S29', 'L1_S24', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",20316,0.01716243659968169
"set(['L3_S44', 'L3_S49', 'L0_S1', 'L0_S10', 'L3_S40', 'L3_S51', 'L3_S39', 'L0_S8', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S6', 'L3_S41', 'L0_S4'])",347,0.0002931367149089164
"set(['L3_S36', 'L0_S11', 'L2_S27', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5'])",802,0.0006775090644292536
"set(['L3_S49', 'L0_S1', 'L0_S11', 'L3_S40', 'L3_S51', 'L3_S39', 'L0_S8', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L3_S43', 'L0_S6', 'L3_S41', 'L0_S4'])",362,0.0003058083308271693
"set(['L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37'])",174,0.00014699074465173332
"set(['L0_S1', 'L3_S43', 'L3_S50', 'L3_S51', 'L0_S9', 'L3_S39', 'L3_S41', 'L0_S8', 'L3_S48', 'L0_S3', 'L3_S45', 'L0_S0', 'L3_S47', 'L0_S6', 'L0_S5', 'L3_S40'])",360,0.00030411878203806894
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L3_S40'])",177,0.0001495250678353839
"set(['L3_S31', 'L3_S36', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",438,0.0003700111848129838
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L2_S26', 'L0_S17', 'L0_S20', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",158,0.00013347435433893026
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S20', 'L0_S14', 'L3_S29', 'L3_S35', 'L3_S33', 'L3_S30', 'L3_S31', 'L3_S37', 'L3_S34', 'L0_S16'])",238,0.00020105630590294555
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L2_S26', 'L0_S17', 'L0_S20', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",211,0.00017824739725009038
"set(['L3_S36', 'L2_S27', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",832,0.0007028522962657592
"set(['L2_S27', 'L3_S36', 'L0_S10', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",806,0.0006808881620074543
"set(['L3_S44', 'L3_S49', 'L0_S11', 'L3_S40', 'L3_S51', 'L3_S39', 'L3_S41', 'L0_S8', 'L3_S48', 'L0_S3', 'L0_S1', 'L0_S0', 'L0_S7', 'L3_S45', 'L3_S47', 'L0_S4'])",341,0.0002880680685416153
"set(['L0_S10', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L3_S34', 'L0_S4'])",10416,0.008799170093634795
"set(['L3_S44', 'L3_S45', 'L0_S11', 'L3_S50', 'L3_S51', 'L3_S41', 'L0_S8', 'L0_S1', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S39', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S40'])",347,0.0002931367149089164
"set(['L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S35'])",10206,0.008621767470779253
"set(['L0_S1', 'L3_S40', 'L3_S50', 'L3_S51', 'L0_S9', 'L3_S39', 'L3_S41', 'L0_S8', 'L3_S48', 'L0_S3', 'L3_S45', 'L0_S0', 'L3_S43', 'L0_S6', 'L3_S47', 'L0_S4'])",334,0.0002821546477797639
"set(['L3_S36', 'L0_S11', 'L3_S37', 'L3_S29', 'L0_S8', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",10159,0.008582063074235395
"set(['L3_S35', 'L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",263,0.00022217566576670033
"set(['L0_S11', 'L2_S26', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S35'])",899,0.0007594521807006221
"set(['L3_S36', 'L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S7', 'L2_S26', 'L3_S34', 'L0_S4'])",830,0.0007011627474766589
"set(['L3_S31', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S35'])",509,0.00042999016682604744
"set(['L2_S26', 'L3_S38', 'L3_S29', 'L1_S25', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",235,0.000198521982719295
"set(['L2_S27', 'L3_S29', 'L1_S24', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",21188,0.017899079871729454
"set(['L0_S11', 'L2_S27', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S35'])",745,0.0006293569239398927
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S16', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34', 'L0_S20'])",201,0.00016979965330458848
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S31', 'L3_S37', 'L3_S34', 'L3_S35'])",261,0.00022048611697759996
"set(['L2_S26', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S35'])",886,0.0007484701135714696
"set(['L3_S44', 'L3_S40', 'L3_S39', 'L3_S51', 'L0_S9', 'L0_S8', 'L3_S49', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S41', 'L0_S4'])",346,0.00029229194051436623
"set(['L0_S10', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S35'])",10112,0.008542358677691536
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",3678,0.003107080223155604
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S17', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",206,0.00017402352527733943
"set(['L0_S22', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S43', 'L3_S41', 'L3_S40'])",188,0.000158817586175436
"set(['L3_S36', 'L0_S11', 'L2_S27', 'L3_S37', 'L3_S29', 'L0_S8', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",811,0.0006851120339802052
"set(['L3_S35', 'L3_S31', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",508,0.00042914539243149726
"set(['L2_S27', 'L1_S24', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",137,0.00011573409205337622
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S14', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S43', 'L3_S41', 'L3_S40'])",181,0.00015290416541358464
"set(['L0_S11', 'L2_S27', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L3_S34', 'L0_S4'])",838,0.0007079209426330604
"set(['L3_S35', 'L3_S31', 'L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",497,0.00041985287409144513
"set(['L3_S35', 'L0_S11', 'L2_S26', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",877,0.0007408671440205179
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L0_S20', 'L0_S16', 'L3_S29', 'L3_S33', 'L3_S30', 'L0_S14', 'L3_S36', 'L3_S37', 'L3_S34'])",3802,0.003211832248079828
"set(['L3_S36', 'L0_S11', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5'])",291,0.0002458293488141057
"set(['L0_S10', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L3_S34', 'L0_S4'])",10241,0.00865133457458851
"set(['L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S51', 'L0_S21', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S39', 'L3_S44', 'L3_S45', 'L3_S41', 'L3_S40'])",171,0.00014445642146808274
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S31', 'L3_S36', 'L3_S37', 'L3_S34', 'L0_S20'])",242,0.00020443540348114632
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S17', 'L0_S20', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",214,0.00018078172043374096
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S14', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S43', 'L3_S41', 'L3_S40'])",183,0.00015459371420268502
"set(['L3_S36', 'L0_S10', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5'])",10464,0.008839719264573203
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S40', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L0_S20'])",159,0.00013431912873348043
"set(['L3_S35', 'L3_S31', 'L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",484,0.00040887080696229265
